v1000_1,v1000_2,v1000_3,v10000_1,v10000_2,v10000_3,v50000_1,v50000_2,v50000_3,v60000_1,v60000_2,v60000_3
,,,,,,21235,69838,78710,80496,75459,62456
,,,,,,75970,78960,60380,36706,78425,32861
,,,,,,20699,97494,73098,34284,18686,34140
,,,,,,94236,94006,22803,23139,66825,14470
,,,,,,77739,15504,98302,45625,15408,60975
,,,,,,45371,15619,49963,29700,86521,56806
,,,,,,83010,57311,37396,83730,38365,31878
,,,,,,1990,49786,64052,2813,92548,61569
,,,,,,43624,42786,47813,33878,21511,83067
,,,,,,53085,87666,55543,572,26776,57806
,,,,,,88420,71597,3591,4130,1728,24931
,,,,,,30880,79875,80501,34780,43789,25833
,,,,,,74252,9459,60123,54273,69351,86013
,,,,,,73242,24396,70660,91354,99753,75645
,,,,,,3037,15337,62970,91917,81551,66479
,,,,,,71210,87388,70596,20433,73094,4471
,,,,,,64920,24818,66218,91197,60603,68492
,,,,,,37958,40527,77695,44176,32324,52364
,,,,,,17561,87868,83653,24631,26738,58199
,,,,,,11673,68333,6832,5485,35215,44613
,,,,,,63287,1703,92126,25673,43480,82217
,,,,,,85828,7819,17267,82340,97927,71226
,,,,,,24009,33368,25519,71235,35349,42778
,,,,,,23552,63177,99411,49546,20239,95846
,,,,,,93185,16055,80517,67850,3876,40989
,,,,,,62656,30982,33292,48204,95956,37415
,,,,,,98528,43368,66161,10137,82067,65537
,,,,,,98021,94086,9422,84561,59573,39804
,,,,,,81308,3156,33909,61818,68887,70708
,,,,,,95139,23145,96314,66417,58490,53668
,,,,,,23017,44940,53243,87514,18558,60286
,,,,,,54868,43420,13065,36704,41538,42025
,,,,,,63675,11059,24731,67264,93148,24160
,,,,,,80294,9568,45652,48866,92542,42455
,,,,,,41644,40665,51975,583,8620,9397
,,,,,,94333,66189,62257,21010,10929,60753
,,,,,,82919,46214,24057,72217,12098,56348
,,,,,,64286,64182,84147,77057,48945,52777
,,,,,,7833,10502,90051,25642,45332,10312
,,,,,,19170,30603,53654,78002,84479,65782
,,,,,,29173,54684,82693,29389,69698,88400
,,,,,,83950,76138,59119,22455,59484,46303
,,,,,,24802,50655,64134,6884,22546,92651
,,,,,,83842,404,26806,21867,22134,79329
,,,,,,38849,23486,7473,93266,12590,2216
,,,,,,6990,30150,28494,85428,5820,48412
,,,,,,41287,59388,56579,17499,26740,22772
,,,,,,66064,55484,7766,28834,90986,342
,,,,,,14932,96385,91390,84576,4015,78056
,,,,,,46700,11811,5317,74146,7203,4442
,,,,,,15430,41961,33886,94899,61370,60562
,,,,,,51859,41620,17497,87177,51317,53920
,,,,,,32853,91579,50382,2444,80476,30917
,,,,,,2539,39964,71088,19327,17038,23606
,,,,,,22445,89932,4347,71326,28614,1553
,,,,,,94186,43977,56613,89192,11067,56484
,,,,,,17852,78257,73028,4446,46835,92827
,,,,,,57867,12803,95763,76696,33193,8261
,,,,,,95695,96436,94327,59350,61163,98803
,,,,,,45001,66244,12498,65508,63655,13073
,,,,,,50074,74861,15841,28448,98888,73183
,,,,,,24578,26477,65370,33721,71874,80057
,,,,,,59341,39782,86489,65149,93875,69612
,,,,,,43249,11590,74641,74258,44144,35260
,,,,,,8533,93785,18426,7892,84055,58275
,,,,,,39743,95489,17548,9047,90999,94630
,,,,,,89645,47103,57013,6477,18153,90617
,,,,,,91573,77990,86676,71094,73966,56815
,,,,,,29128,89116,84362,53043,71457,34136
,,,,,,39080,46838,34613,13810,4311,51199
,,,,,,76308,62264,75746,50080,74382,1993
,,,,,,87694,98855,26347,1147,85340,15428
,,,,,,29067,32024,399,57112,81690,96875
,,,,,,36924,98357,7380,94053,76187,75585
,,,,,,98435,65444,34954,38391,77893,1749
,,,,,,60107,13264,99300,38844,72365,41150
,,,,,,90204,38876,37041,99968,59532,67535
,,,,,,83337,73403,41629,35482,82047,19465
,,,,,,10877,10815,64013,74522,82580,91100
,,,,,,75029,20794,34400,83921,73919,41081
,,,,,,24476,5406,18873,79486,83236,42657
,,,,,,64360,6090,21294,1376,75473,17075
,,,,,,92560,17808,10271,62899,63969,69092
,,,,,,93671,80142,3541,77796,50543,23226
,,,,,,13346,37857,89662,15987,1067,98168
,,,,,,24895,19799,61307,48025,29271,40016
,,,,,,80934,61339,47498,12449,28485,38752
,,,,,,85,39764,80361,26604,99147,71083
,,,,,,50776,26595,57494,21108,94844,84332
,,,,,,9247,83900,33460,85583,79011,35610
,,,,,,26741,99172,42322,14112,42674,65233
,,,,,,43285,7150,92440,47749,66185,67974
,,,,,,59080,29268,49193,21641,97541,64754
,,,,,,98334,50656,3827,70716,13875,91053
,,,,,,51360,19183,38766,35685,28281,44164
,,,,,,16187,38268,69528,41461,57529,56244
,,,,,,13260,77865,43873,75048,63378,59861
,,,,,,14476,4080,28076,82386,68258,74165
,,,,,,72481,43621,63518,42522,95487,51095
,,,,,,71946,86786,72815,22888,77278,59225
,,,,,,45626,93486,54834,20953,17918,83918
,,,,,,88880,43008,88338,884,282,74789
,,,,,,66840,37982,68396,45478,72304,78046
,,,,,,27742,17432,87772,56391,39775,98006
,,,,,,76672,81232,18019,37054,92454,12270
,,,,,,51211,22552,16082,48962,1060,23824
,,,,,,39537,45436,21261,57389,95578,19266
,,,,,,79386,36190,20729,89745,73022,33088
,,,,,,28796,75247,50943,31557,53850,54739
,,,,,,16257,77428,8273,12398,63737,17429
,,,,,,78805,53369,70938,31163,21367,82157
,,,,,,65925,42595,14314,54140,18379,47947
,,,,,,43808,59636,74411,22412,30598,77904
,,,,,,54521,44352,2455,50258,59914,30054
,,,,,,97344,94478,15988,76051,37979,37204
,,,,,,81,59766,82321,76411,13360,60612
,,,,,,79159,45265,29711,20693,70412,65738
,,,,,,43261,54197,81938,54043,45761,72199
,,,,,,87707,66914,85494,91858,84035,69886
,,,,,,2560,16185,6673,16244,12606,76966
,,,,,,37993,69355,36334,49189,43874,8815
,,,,,,86463,14155,20070,56223,99344,86333
,,,,,,28782,4107,31103,5709,36691,68959
,,,,,,46374,87638,3483,88960,54617,9113
,,,,,,75885,91345,31935,51826,9441,77490
,,,,,,68406,76454,7133,5513,64970,65118
,,,,,,63692,49563,90449,3757,90395,19567
,,,,,,20403,72800,46803,84418,57293,82738
,,,,,,83825,96929,60209,14303,13876,37224
,,,,,,94836,76324,91846,71817,11148,50200
,,,,,,75662,10684,45486,48418,49305,97197
,,,,,,76777,23464,76578,4711,67782,35166
,,,,,,57756,7302,53904,16852,6111,6143
,,,,,,53894,20687,36935,5340,19249,43094
,,,,,,35708,43464,49247,9344,98922,49199
,,,,,,97330,99126,791,15787,36885,28271
,,,,,,73701,17293,62492,91009,90417,10016
,,,,,,91373,28049,60333,97314,51842,90171
,,,,,,54447,68906,65323,26016,88117,80418
,,,,,,54423,73738,78456,80550,58862,45334
,,,,,,12442,52048,23780,322,45284,62932
,,,,,,34144,27483,71251,94355,67318,73499
,,,,,,84891,72542,94968,57388,24503,26409
,,,,,,40375,85199,49251,93,36292,34063
,,,,,,64944,53270,7043,25136,58133,93502
,,,,,,22801,69182,664,90467,41283,84285
,,,,,,36307,5177,58456,30043,30156,99707
,,,,,,43158,95179,9461,48087,64695,2181
,,,,,,33419,92021,5787,15037,84187,38051
,,,,,,16196,95418,48804,44404,38822,35120
,,,,,,14744,43914,20245,16677,88781,3023
,,,,,,52095,82490,56823,89728,39542,1518
,,,,,,7148,17773,54041,81715,53680,15273
,,,,,,34589,87509,35872,81180,63883,26979
,,,,,,59772,85998,31643,64625,76262,18395
,,,,,,96284,64722,20854,99526,55783,2269
,,,,,,47204,656,27338,77460,18886,31560
,,,,,,5038,58695,5801,83584,16989,26867
,,,,,,4710,78554,35018,22389,82467,73161
,,,,,,21932,39427,29912,33284,15190,96585
,,,,,,6095,7174,89517,43988,70378,3769
,,,,,,60127,24260,80371,11310,54929,10523
,,,,,,84280,76385,65509,52435,9518,44553
,,,,,,40259,87310,48028,12299,76349,47480
,,,,,,30293,91681,58252,90704,65744,41533
,,,,,,81192,82541,57812,65494,38701,36130
,,,,,,83643,28653,56546,4168,76174,74764
,,,,,,64138,89495,8104,19255,7425,16147
,,,,,,6357,87205,92054,71823,18642,40218
,,,,,,37346,59848,42620,24993,43251,7563
,,,,,,97208,60417,75540,25740,27676,25444
,,,,,,20302,5552,35246,85681,36021,45997
,,,,,,72951,2572,61056,18828,1751,48421
,,,,,,21794,23166,70168,464,64305,44010
,,,,,,15666,89995,89726,42349,67194,42049
,,,,,,69811,68039,96415,3685,29195,19049
,,,,,,55728,74796,98243,66705,54165,9648
,,,,,,44830,32803,81866,54574,32544,34794
,,,,,,71691,3143,89651,76438,49757,99962
,,,,,,13158,61528,67005,79647,97528,81533
,,,,,,25024,76278,44742,44091,42482,42499
,,,,,,43179,2569,35043,79707,54154,86809
,,,,,,32812,92803,78474,20286,58419,94860
,,,,,,26471,2134,44471,11479,54597,81657
,,,,,,28739,38073,3212,74998,26384,66706
,,,,,,61601,78781,53376,72178,76746,18334
,,,,,,49347,48896,36906,97930,99964,12240
,,,,,,96087,28056,97507,38666,2347,2413
,,,,,,97524,57554,58068,89772,15593,45264
,,,,,,33067,67524,4562,82617,60390,36051
,,,,,,12641,98683,64344,60871,46128,28580
,,,,,,132,65866,3622,16595,24305,43855
,,,,,,67919,54703,9958,31859,31773,96232
,,,,,,56140,62002,50856,69590,437,74265
,,,,,,97782,1741,74198,65398,77354,41293
,,,,,,6433,26793,85023,9596,99598,52195
,,,,,,66448,88573,32047,19293,27502,11677
,,,,,,82266,72692,69134,33586,49647,75727
,,,,,,3111,7520,81091,44302,56625,86113
,,,,,,9742,95881,3158,70542,76624,17243
,,,,,,5376,29913,67535,36516,59386,90481
,,,,,,23097,11970,12132,32627,14421,69607
,,,,,,90111,39888,29904,26532,49317,27065
,,,,,,70947,78517,5995,73993,47806,74073
,,,,,,25139,6853,23388,52657,89302,29515
,,,,,,82760,46830,47187,11817,90620,56057
,,,,,,88196,61626,62618,18261,65079,15091
,,,,,,47374,15357,16502,28244,22121,46108
,,,,,,88587,93124,27508,811,67293,83649
,,,,,,1532,7416,14015,35072,53104,84773
,,,,,,72870,4190,41179,43646,26929,52749
,,,,,,45035,52152,50805,54873,68076,36870
,,,,,,30270,58292,27546,30933,31198,58388
,,,,,,32213,35731,78674,42735,79369,67406
,,,,,,10886,92802,39490,88696,98208,65097
,,,,,,44609,27072,84553,59060,71119,17677
,,,,,,74708,66222,42043,85511,25336,46437
,,,,,,56861,20138,85262,20396,82164,3402
,,,,,,20021,19372,12646,22278,16945,49584
,,,,,,11563,20154,72357,99676,16833,32079
,,,,,,26701,83832,3446,72373,37930,93586
,,,,,,85154,32251,12600,46578,95955,95093
,,,,,,71465,35503,87122,71409,16538,78202
,,,,,,18483,19545,79298,24960,89355,74636
,,,,,,48136,26622,91086,43310,57762,82310
,,,,,,10515,11515,77379,32272,35497,2451
,,,,,,55640,76748,28764,38856,83468,34200
,,,,,,98839,98397,66362,3567,8171,11659
,,,,,,66490,57848,43646,8872,16297,73892
,,,,,,35374,92765,83263,85414,40014,88178
,,,,,,17050,31599,2011,63001,49145,5020
,,,,,,81267,41110,50839,57113,6887,92530
,,,,,,59928,70632,10796,55707,31652,52985
,,,,,,92134,94751,69884,55125,55967,84548
,,,,,,58692,67538,44400,67311,13441,65560
,,,,,,38018,83465,87963,12539,65634,24996
,,,,,,49401,39740,61805,72766,75012,8296
,,,,,,50969,27585,23318,78160,34572,77582
,,,,,,26850,28753,88226,62817,69747,94967
,,,,,,1795,47493,26291,30605,91797,21903
,,,,,,39057,79764,71273,72877,25051,7570
,,,,,,85577,25633,22351,9044,29043,78805
,,,,,,34957,48717,93094,35503,34768,94226
,,,,,,2217,11195,38247,53634,27123,75756
,,,,,,37701,9260,34598,92868,67579,96527
,,,,,,49640,18442,9532,99175,69040,199
,,,,,,83211,50947,56946,97048,75681,83179
,,,,,,75274,91021,85312,104,32451,84367
,,,,,,27472,19635,69092,6573,96085,93071
,,,,,,21235,12620,85861,92916,91134,35658
,,,,,,46872,59163,40490,39216,31728,59145
,,,,,,34177,15220,91549,66829,93866,9260
,,,,,,46920,97656,7826,90922,67493,28294
,,,,,,85229,71182,94354,12738,90423,45256
,,,,,,81676,21195,27470,37485,15133,11403
,,,,,,22846,11555,39323,87798,97482,38333
,,,,,,90788,23196,99283,1976,6861,82855
,,,,,,68440,6969,81069,41805,92399,11621
,,,,,,33888,69130,8158,80867,54871,2336
,,,,,,3626,86337,36332,98799,89432,13803
,,,,,,68014,81995,5760,29408,82191,16255
,,,,,,83785,32093,84889,45762,91144,2543
,,,,,,59780,66320,80054,15182,657,3863
,,,,,,31869,34880,28307,69803,74938,99058
,,,,,,6272,98083,41390,76081,62855,57918
,,,,,,12277,13704,86577,65208,33141,38279
,,,,,,11763,58103,82260,66033,69639,33237
,,,,,,87152,59663,11168,32912,32827,89317
,,,,,,83395,98578,7111,23905,93030,1982
,,,,,,1958,12050,22377,57739,34940,73601
,,,,,,52908,590,69073,87640,89725,16419
,,,,,,57823,26035,72267,52806,70495,84918
,,,,,,92904,96593,69202,20970,81281,18374
,,,,,,74675,45978,85295,7206,48482,17777
,,,,,,95000,63407,51167,27083,91856,41697
,,,,,,9657,30998,19718,78101,17336,1106
,,,,,,63265,69173,59356,79500,94022,22391
,,,,,,54446,71434,36987,55723,15745,36347
,,,,,,17035,37877,25486,73587,91704,27349
,,,,,,32371,40600,65222,84951,33077,62188
,,,,,,24283,37590,51429,2443,45725,21004
,,,,,,22270,87920,13566,52004,1213,91930
,,,,,,93131,65064,1993,57180,17216,30026
,,,,,,92817,98797,77983,68970,63175,85159
,,,,,,55290,93742,27923,64044,38814,52839
,,,,,,18745,22878,53005,5172,92408,24252
,,,,,,88988,58564,52043,3389,54954,5621
,,,,,,63881,29896,59886,56428,79890,76745
,,,,,,4326,7227,31144,40119,70932,23261
,,,,,,73360,77343,36875,84939,57063,36040
,,,,,,82398,71770,21656,23190,5859,95775
,,,,,,73094,12944,34903,80684,72771,31258
,,,,,,43088,54053,50937,80617,33173,4436
,,,,,,92710,43432,6078,37060,93885,44027
,,,,,,53852,96909,32892,12101,1060,65612
,,,,,,8647,9650,5859,79332,99398,86092
,,,,,,46731,4897,84873,84772,80341,79246
,,,,,,36063,11871,53671,7828,35898,86241
,,,,,,84679,22976,78372,39805,52793,58026
,,,,,,37626,87792,91484,13090,29990,34489
,,,,,,74331,91485,37664,50198,69572,39521
,,,,,,32607,42978,76685,16830,5397,25774
,,,,,,10286,98813,37457,8210,23542,82946
,,,,,,89804,620,75630,70202,39058,72196
,,,,,,19820,60284,59933,32670,46932,37963
,,,,,,92516,61462,80102,10650,14657,95822
,,,,,,73826,43964,64980,22470,949,61140
,,,,,,40328,89550,25642,42190,99909,82025
,,,,,,63196,6300,17899,97608,67197,88994
,,,,,,5416,98888,44902,95668,12,35302
,,,,,,27575,95436,50306,60646,50169,80497
,,,,,,16480,88793,34062,43818,80032,544
,,,,,,54108,92148,33341,88647,32246,24743
,,,,,,53206,82730,33077,40170,28370,70691
,,,,,,35400,84132,47359,27969,76174,65991
,,,,,,93791,56898,46903,17528,62867,38005
,,,,,,88219,11420,45405,61826,42454,84316
,,,,,,96899,95662,59532,46501,23389,57153
,,,,,,50961,22588,32511,23051,59583,60956
,,,,,,64923,52952,75798,60397,65961,81841
,,,,,,81287,42421,31441,30341,24961,38695
,,,,,,26117,8581,78080,18539,59652,36536
,,,,,,80899,78360,93581,75816,23879,81020
,,,,,,32121,72065,97343,94168,33230,11847
,,,,,,56414,64148,75383,66622,9705,37508
,,,,,,15857,61089,29674,58395,57483,91696
,,,,,,36392,91652,47606,598,55461,88232
,,,,,,3882,51240,3154,55452,85165,38319
,,,,,,54838,94355,93860,98131,14817,41116
,,,,,,93712,36882,20295,35578,79112,48836
,,,,,,49115,70863,88347,73869,44219,21502
,,,,,,47935,3581,88905,5277,43213,22534
,,,,,,7622,94022,9807,55411,27481,55406
,,,,,,42145,901,62410,70421,89927,81930
,,,,,,37546,95995,55225,32104,46753,51892
,,,,,,89295,434,75604,76957,77011,36446
,,,,,,15332,20321,3911,66812,97335,60104
,,,,,,65328,12413,72989,82639,14869,14318
,,,,,,62374,85250,71871,17425,87831,8767
,,,,,,59283,4611,79189,34302,64676,11139
,,,,,,82672,65211,37601,60818,34698,60043
,,,,,,84664,57179,97606,69732,66015,2652
,,,,,,86418,87030,59220,59250,10553,10169
,,,,,,17241,78382,38398,69976,22112,95875
,,,,,,8184,60877,23339,59109,86350,92612
,,,,,,40716,58597,94858,33293,94068,93871
,,,,,,89442,81463,72334,3334,84759,2862
,,,,,,55592,92008,50335,15951,91901,64823
,,,,,,36207,74448,24281,29898,63469,72815
,,,,,,56495,62048,54867,26387,55408,90428
,,,,,,97324,1127,69290,27923,66620,77385
,,,,,,37036,87139,42765,42115,66724,67678
,,,,,,26945,96205,17068,81667,33561,2298
,,,,,,90274,40998,1376,43704,27513,87032
,,,,,,38367,72374,5142,14880,30311,40695
,,,,,,95680,52327,11323,73976,33308,70043
,,,,,,75405,71943,72965,1531,89960,36085
,,,,,,92866,74502,35890,22023,64341,46490
,,,,,,67084,56028,89096,32168,80474,39051
,,,,,,79669,4871,26230,78907,66515,13163
,,,,,,3663,97819,79198,15115,53359,32000
,,,,,,80507,43464,91441,90841,56101,15195
,,,,,,4606,20508,78760,94088,39596,83596
,,,,,,1060,68078,76331,98548,16799,44248
,,,,,,70813,54445,86520,19908,12198,54082
,,,,,,61016,8444,19874,91384,29337,73151
,,,,,,21243,84343,68766,55250,7821,42475
,,,,,,23020,54332,60749,9669,71909,68657
,,,,,,98278,81614,11947,17542,99515,70193
,,,,,,30827,16519,31659,10478,40882,14411
,,,,,,84643,59259,52122,58503,71319,6929
,,,,,,93627,75117,80789,25307,38940,79975
,,,,,,15474,94571,37207,27749,71522,58072
,,,,,,45924,53876,13639,58994,29869,53004
,,,,,,99039,1817,85623,36200,40991,65434
,,,,,,71965,442,27102,28645,87166,75731
,,,,,,16304,88679,71659,25718,73226,56374
,,,,,,84650,78598,23596,70636,53660,72011
,,,,,,21944,3049,87059,68601,39919,27009
,,,,,,97230,15022,36383,59854,34363,25945
,,,,,,70980,8374,64298,63315,33295,79385
,,,,,,95602,64863,79501,17934,86818,62555
,,,,,,51107,4117,63028,40133,86049,90494
,,,,,,38280,60850,21521,14989,93284,80749
,,,,,,41024,56552,34620,86168,92271,77434
,,,,,,72232,5313,49438,59895,7072,72869
,,,,,,41435,31948,57905,2168,90011,22413
,,,,,,95967,52927,9758,69456,25563,2780
,,,,,,28796,17260,37267,69787,72691,62204
,,,,,,93513,18225,14848,99537,49795,81836
,,,,,,44593,39731,84030,25804,32789,20950
,,,,,,51276,26202,7383,9082,15480,24514
,,,,,,22133,40974,50460,48836,23447,97717
,,,,,,84177,96045,46002,75104,83749,45204
,,,,,,94157,57227,16059,68806,51299,9611
,,,,,,77959,47196,83545,83331,33946,88770
,,,,,,74740,99814,72735,66812,3190,57690
,,,,,,45543,35463,85013,75928,76946,55180
,,,,,,18925,87067,39407,90627,31499,23146
,,,,,,35374,28242,62453,44557,92618,4677
,,,,,,40913,27494,14467,61842,64665,50332
,,,,,,95468,70270,67571,6891,2044,94411
,,,,,,71803,15502,22271,93158,53442,57254
,,,,,,37763,6218,76952,51947,13390,77922
,,,,,,70281,49518,48739,64281,19581,50505
,,,,,,3499,94276,16296,56657,40241,40267
,,,,,,18346,64871,33239,34122,39142,10989
,,,,,,16697,80698,56935,21261,2485,85419
,,,,,,45143,1844,89040,243,47295,80939
,,,,,,90376,49378,79299,71879,353,97776
,,,,,,21562,67354,35843,82697,43386,95565
,,,,,,70148,16943,13686,22888,61209,54014
,,,,,,93095,55700,63930,62521,91425,11283
,,,,,,633,64215,70753,40610,76544,87473
,,,,,,26599,52822,90747,68207,89135,62731
,,,,,,67624,11380,17931,47168,63699,84135
,,,,,,82954,57266,81942,88103,5721,7264
,,,,,,9069,77804,52017,89982,59458,62429
,,,,,,61774,54880,493,56098,87227,55896
,,,,,,93507,79149,29080,50814,88604,45824
,,,,,,86382,39839,97493,8902,21480,77208
,,,,,,47161,73992,58864,72701,95654,19121
,,,,,,43881,8436,90123,65482,14218,98992
,,,,,,91809,13917,19803,64155,28515,42719
,,,,,,30161,11704,53519,47957,90300,91964
,,,,,,50323,34787,41838,7871,31237,10992
,,,,,,4041,37381,7727,52995,42082,34107
,,,,,,87517,2635,70451,77389,57590,7540
,,,,,,79238,46184,32895,36156,80319,6405
,,,,,,33826,89482,1556,11169,40912,65122
,,,,,,95633,40362,90678,37658,20844,11373
,,,,,,39742,27486,282,4056,76738,34370
,,,,,,72141,77425,18914,87837,71641,23574
,,,,,,36072,38119,98670,26841,96196,39366
,,,,,,41253,94864,58595,55132,74114,45480
,,,,,,6027,8540,42800,25993,14075,24599
,,,,,,29545,75948,39257,96735,31275,36474
,,,,,,98072,80679,44542,31308,35300,33818
,,,,,,31585,51340,58964,77808,83031,80572
,,,,,,69038,99170,86845,37220,50262,15365
,,,,,,51211,10332,63174,50891,87679,25961
,,,,,,97933,51331,29099,95360,77821,81528
,,,,,,82711,5436,1073,9769,13127,99304
,,,,,,14023,2299,8984,59310,48213,2810
,,,,,,87473,95605,68115,69209,78046,93605
,,,,,,65054,4459,82188,80615,43551,5163
,,,,,,23873,66978,71781,7070,21597,17608
,,,,,,78182,67821,70429,89043,55250,19082
,,,,,,19016,90821,83535,96678,44412,90807
,,,,,,31635,56264,73099,15932,77037,84996
,,,,,,15627,85101,15447,9363,24847,95034
,,,,,,82074,4301,72342,56591,52460,96408
,,,,,,52972,58396,88157,43926,48175,12595
,,,,,,65999,45974,18300,32044,30610,68615
,,,,,,84626,39027,96317,97658,10873,8064
,,,,,,27874,58980,98271,80395,3415,23364
,,,,,,77238,11210,64028,83568,75078,94386
,,,,,,2002,2731,80076,7326,44913,57478
,,,,,,1447,42992,24201,89544,40395,66957
,,,,,,21161,51039,99544,8187,50152,52239
,,,,,,48082,28300,71890,22317,68528,94881
,,,,,,55519,55417,69130,18293,19240,87466
,,,,,,27646,95837,769,96355,62062,7799
,,,,,,73713,1429,48334,85276,46251,97795
,,,,,,98995,65697,90692,92520,6304,25832
,,,,,,28501,47071,93386,99048,84698,29247
,,,,,,23435,77654,14791,2138,4121,31751
,,,,,,10034,62024,5038,66769,11442,98251
,,,,,,85499,20504,21987,9419,16597,66493
,,,,,,42348,86207,9177,85203,37686,28616
,,,,,,26149,5258,22998,15035,82615,40367
,,,,,,79111,49729,4870,10661,18003,40574
,,,,,,6881,14416,54411,57025,88930,53923
,,,,,,28229,87241,88424,38413,30899,40382
,,,,,,38915,1643,30290,9841,58330,6676
,,,,,,13580,91185,9549,91516,84104,99478
,,,,,,74599,8543,18762,76775,3640,55557
,,,,,,9983,30391,61411,12594,40647,16062
,,,,,,84518,16043,72705,76002,13701,27000
,,,,,,19591,90914,55304,66396,21836,87086
,,,,,,65332,78850,45562,8756,38505,57423
,,,,,,92567,48605,97955,28287,22739,91450
,,,,,,80383,93022,28251,5622,86745,83399
,,,,,,68565,19062,12397,14360,46203,89129
,,,,,,15189,38555,55446,52790,30237,76208
,,,,,,54520,38103,15078,25829,88527,34007
,,,,,,70904,46282,82079,8180,18659,39877
,,,,,,66729,2188,93277,29261,80666,53518
,,,,,,30235,42950,40434,5611,72953,9415
,,,,,,65748,83914,70238,79810,95674,68885
,,,,,,21360,21258,12999,91248,77347,71809
,,,,,,19011,97605,44040,23855,13997,26020
,,,,,,38373,50066,54778,81096,34648,19968
,,,,,,64662,44955,78269,24759,99431,70971
,,,,,,22805,15046,15061,71817,46640,34670
,,,,,,51566,60456,46666,23417,64764,82589
,,,,,,25210,71475,88411,45244,16874,55123
,,,,,,89864,61820,15938,22063,18462,66988
,,,,,,87092,71531,53307,71502,5613,44819
,,,,,,5182,64400,57619,10172,19383,93211
,,,,,,23572,88727,14996,93152,43580,16441
,,,,,,7855,62107,30991,60716,33965,15793
,,,,,,98542,55267,8104,14216,72350,43034
,,,,,,98576,35546,74495,50431,64119,45486
,,,,,,33612,68520,13197,8531,95024,2984
,,,,,,93273,83849,35699,40516,44691,38373
,,,,,,35035,55895,86185,94453,48721,63161
,,,,,,77819,88844,56521,25411,40820,88286
,,,,,,20216,1645,92079,37336,76567,1092
